year,month,year_month,region,product_line,revenue,expenses,net_profit,profit_margin_pct,active_customers,revenue_per_customer
2020,10,2020-10,West,Insurance,3460165.0,2095284.0,1364881.0,39.45,9,384462.78
2020,10,2020-10,West,Wealth Management,2405296.0,1280612.0,1124684.0,46.76,9,267255.11
2020,10,2020-10,West,Digital Banking,2073360.0,1302861.0,770499.0,37.16,9,230373.33
2020,10,2020-10,West,Forex & Treasury,3933240.0,2270636.0,1662604.0,42.27,9,437026.67
2020,10,2020-10,Central,Retail Banking,3984306.0,2093797.0,1890509.0,47.45,14,284593.29
2020,10,2020-10,Central,Corporate Banking,6137442.0,3403743.0,2733699.0,44.54,14,438388.71
2020,10,2020-10,Central,Insurance,2785600.0,1821337.0,964263.0,34.62,14,198971.43
2020,10,2020-10,Central,Wealth Management,1939947.0,1207737.0,732210.0,37.74,14,138567.64
2020,10,2020-10,Central,Digital Banking,1499012.0,994627.0,504385.0,33.65,14,107072.29
2020,10,2020-10,Central,Forex & Treasury,3052701.0,1738000.0,1314701.0,43.07,14,218050.07
2020,11,2020-11,North,Retail Banking,4418269.0,2300798.0,2117471.0,47.93,9,490918.78
2020,11,2020-11,North,Corporate Banking,7265880.0,4670059.0,2595821.0,35.73,9,807320.0
2020,11,2020-11,North,Insurance,3396984.0,1970058.0,1426926.0,42.01,9,377442.67
2020,11,2020-11,North,Wealth Management,1958852.0,1047245.0,911607.0,46.54,9,217650.22
2020,11,2020-11,North,Digital Banking,1618986.0,1098136.0,520850.0,32.17,9,179887.33
2020,11,2020-11,North,Forex & Treasury,3488096.0,1921049.0,1567047.0,44.93,9,387566.22
2020,11,2020-11,South,Retail Banking,5618958.0,3120156.0,2498802.0,44.47,9,624328.67
2020,11,2020-11,South,Corporate Banking,8122610.0,5259454.0,2863156.0,35.25,9,902512.22
2020,11,2020-11,South,Insurance,3626475.0,1983179.0,1643296.0,45.31,9,402941.67
2020,11,2020-11,South,Wealth Management,2097808.0,1230383.0,867425.0,41.35,9,233089.78
2020,11,2020-11,South,Digital Banking,1630519.0,933216.0,697303.0,42.77,9,181168.78
2020,11,2020-11,South,Forex & Treasury,4018976.0,2211753.0,1807223.0,44.97,9,446552.89
2020,11,2020-11,East,Retail Banking,3556136.0,2157410.0,1398726.0,39.33,9,395126.22
2020,11,2020-11,East,Corporate Banking,5825150.0,3141670.0,2683480.0,46.07,9,647238.89
2020,11,2020-11,East,Insurance,2216511.0,1279043.0,937468.0,42.29,9,246279.0
2020,11,2020-11,East,Wealth Management,1488496.0,869791.0,618705.0,41.57,9,165388.44
2020,11,2020-11,East,Digital Banking,1218770.0,709653.0,509117.0,41.77,9,135418.89
2020,11,2020-11,East,Forex & Treasury,2777248.0,1473504.0,1303744.0,46.94,9,308583.11
2020,11,2020-11,West,Retail Banking,6292379.0,3926389.0,2365990.0,37.6,9,699153.22
2020,11,2020-11,West,Corporate Banking,7806555.0,4143509.0,3663046.0,46.92,9,867395.0
2020,11,2020-11,West,Insurance,3394135.0,1928702.0,1465433.0,43.18,9,377126.11
2020,11,2020-11,West,Wealth Management,2528610.0,1712618.0,815992.0,32.27,9,280956.67
2020,11,2020-11,West,Digital Banking,1763649.0,1068399.0,695250.0,39.42,9,195961.0
2020,11,2020-11,West,Forex & Treasury,4795051.0,3145910.0,1649141.0,34.39,9,532783.44
2020,11,2020-11,Central,Retail Banking,3937917.0,2651973.0,1285944.0,32.66,14,281279.79
2020,11,2020-11,Central,Corporate Banking,6031172.0,4083264.0,1947908.0,32.3,14,430798.0
2020,11,2020-11,Central,Insurance,2785328.0,1750479.0,1034849.0,37.15,14,198952.0
2020,11,2020-11,Central,Wealth Management,2009629.0,1268066.0,741563.0,36.9,14,143544.93
2020,11,2020-11,Central,Digital Banking,1367560.0,850153.0,517407.0,37.83,14,97682.86
2020,11,2020-11,Central,Forex & Treasury,3423897.0,1954616.0,1469281.0,42.91,14,244564.07
2020,12,2020-12,North,Retail Banking,6172793.0,3686027.0,2486766.0,40.29,9,685865.89
2020,12,2020-12,North,Corporate Banking,7532615.0,4650375.0,2882240.0,38.26,9,836957.22
2020,12,2020-12,North,Insurance,3614288.0,2100550.0,1513738.0,41.88,9,401587.56
2020,12,2020-12,North,Wealth Management,2484599.0,1384389.0,1100210.0,44.28,9,276066.56
2020,12,2020-12,North,Digital Banking,1937333.0,1313785.0,623548.0,32.19,9,215259.22
2020,12,2020-12,North,Forex & Treasury,3906603.0,2416686.0,1489917.0,38.14,9,434067.0
2020,12,2020-12,South,Retail Banking,6801360.0,3872802.0,2928558.0,43.06,9,755706.67
2020,12,2020-12,South,Corporate Banking,9044541.0,5798992.0,3245549.0,35.88,9,1004949.0
2020,12,2020-12,South,Insurance,3975066.0,2105146.0,1869920.0,47.04,9,441674.0
2020,12,2020-12,South,Wealth Management,2543040.0,1443069.0,1099971.0,43.25,9,282560.0
2020,12,2020-12,South,Digital Banking,1896950.0,1048447.0,848503.0,44.73,9,210772.22
2020,12,2020-12,South,Forex & Treasury,4048951.0,2703669.0,1345282.0,33.23,9,449883.44
2020,12,2020-12,East,Retail Banking,4502288.0,3022567.0,1479721.0,32.87,9,500254.22
2020,12,2020-12,East,Corporate Banking,6408502.0,3669447.0,2739055.0,42.74,9,712055.78
2020,12,2020-12,East,Insurance,2591256.0,1614291.0,976965.0,37.7,9,287917.33
2020,12,2020-12,East,Wealth Management,1973363.0,1190608.0,782755.0,39.67,9,219262.56
2020,12,2020-12,East,Digital Banking,1634306.0,1019296.0,615010.0,37.63,9,181589.56
2020,12,2020-12,East,Forex & Treasury,3061976.0,1603835.0,1458141.0,47.62,9,340219.56
2020,12,2020-12,West,Retail Banking,7287661.0,4175853.0,3111808.0,42.7,9,809740.11
2020,12,2020-12,West,Corporate Banking,8695617.0,5272065.0,3423552.0,39.37,9,966179.67
2020,12,2020-12,West,Insurance,4594519.0,2878011.0,1716508.0,37.36,9,510502.11
2020,12,2020-12,West,Wealth Management,2668937.0,1681366.0,987571.0,37.0,9,296548.56
2020,12,2020-12,West,Digital Banking,2360636.0,1457197.0,903439.0,38.27,9,262292.89
2020,12,2020-12,West,Forex & Treasury,4793175.0,2739117.0,2054058.0,42.85,9,532575.0
2020,12,2020-12,Central,Retail Banking,4848242.0,2525773.0,2322469.0,47.9,14,346303.0
2020,12,2020-12,Central,Corporate Banking,7374770.0,3917460.0,3457310.0,46.88,14,526769.29
2020,12,2020-12,Central,Insurance,2833220.0,1760843.0,1072377.0,37.85,14,202372.86
2020,12,2020-12,Central,Wealth Management,1897168.0,1048518.0,848650.0,44.73,14,135512.0
2020,12,2020-12,Central,Digital Banking,1478189.0,908821.0,569368.0,38.52,14,105584.93
2020,12,2020-12,Central,Forex & Treasury,3891842.0,2603993.0,1287849.0,33.09,14,277988.71
2021,1,2021-01,North,Retail Banking,4978232.0,2650940.0,2327292.0,46.75,9,553136.89
2021,1,2021-01,North,Corporate Banking,7717678.0,4397796.0,3319882.0,43.02,9,857519.78
2021,1,2021-01,North,Insurance,3482772.0,1947524.0,1535248.0,44.08,9,386974.67
2021,1,2021-01,North,Wealth Management,2069675.0,1158677.0,910998.0,44.02,9,229963.89
2021,1,2021-01,North,Digital Banking,1680262.0,994250.0,686012.0,40.83,9,186695.78
2021,1,2021-01,North,Forex & Treasury,4024188.0,2267621.0,1756567.0,43.65,9,447132.0
2021,1,2021-01,South,Retail Banking,6189110.0,3297574.0,2891536.0,46.72,9,687678.89
2021,1,2021-01,South,Corporate Banking,8893896.0,5191537.0,3702359.0,41.63,9,988210.67
2021,1,2021-01,South,Insurance,3319819.0,1960752.0,1359067.0,40.94,9,368868.78
2021,1,2021-01,South,Wealth Management,2451031.0,1562749.0,888282.0,36.24,9,272336.78
2021,1,2021-01,South,Digital Banking,2053313.0,1336987.0,716326.0,34.89,9,228145.89
2021,1,2021-01,South,Forex & Treasury,4551200.0,2381050.0,2170150.0,47.68,9,505688.89
2021,1,2021-01,East,Retail Banking,3989837.0,2619914.0,1369923.0,34.34,9,443315.22
2021,1,2021-01,East,Corporate Banking,6009653.0,4011114.0,1998539.0,33.26,9,667739.22
2021,1,2021-01,East,Insurance,2613660.0,1423001.0,1190659.0,45.56,9,290406.67
2021,1,2021-01,East,Wealth Management,1828264.0,1025961.0,802303.0,43.88,9,203140.44
2021,1,2021-01,East,Digital Banking,1356962.0,804104.0,552858.0,40.74,9,150773.56
2021,1,2021-01,East,Forex & Treasury,2921347.0,1802366.0,1118981.0,38.3,9,324594.11
2021,1,2021-01,West,Retail Banking,5635592.0,3053730.0,2581862.0,45.81,9,626176.89
2021,1,2021-01,West,Corporate Banking,8589773.0,4679330.0,3910443.0,45.52,9,954419.22
2021,1,2021-01,West,Insurance,3616973.0,1888253.0,1728720.0,47.79,9,401885.89
2021,1,2021-01,West,Wealth Management,2652361.0,1687048.0,965313.0,36.39,9,294706.78
2021,1,2021-01,West,Digital Banking,2089323.0,1395899.0,693424.0,33.19,9,232147.0
2021,1,2021-01,West,Forex & Treasury,5092663.0,3438967.0,1653696.0,32.47,9,565851.44
2021,1,2021-01,Central,Retail Banking,4450115.0,2662629.0,1787486.0,40.17,14,317865.36
2021,1,2021-01,Central,Corporate Banking,6537870.0,4015098.0,2522772.0,38.59,14,466990.71
2021,1,2021-01,Central,Insurance,2793390.0,1469916.0,1323474.0,47.38,14,199527.86
2021,1,2021-01,Central,Wealth Management,2134028.0,1241091.0,892937.0,41.84,14,152430.57
2021,1,2021-01,Central,Digital Banking,1554042.0,856396.0,697646.0,44.89,14,111003.0
2021,1,2021-01,Central,Forex & Treasury,3314433.0,1858871.0,1455562.0,43.92,14,236745.21
2021,2,2021-02,North,Retail Banking,5930413.0,3769129.0,2161284.0,36.44,9,658934.78
2021,2,2021-02,North,Corporate Banking,7450942.0,4457001.0,2993941.0,40.18,9,827882.44
2021,2,2021-02,North,Insurance,3509071.0,2215743.0,1293328.0,36.86,9,389896.78
2021,2,2021-02,North,Wealth Management,2360607.0,1577459.0,783148.0,33.18,9,262289.67
2021,2,2021-02,North,Digital Banking,1900222.0,1061799.0,838423.0,44.12,9,211135.78
2021,2,2021-02,North,Forex & Treasury,3514665.0,2284885.0,1229780.0,34.99,9,390518.33
2021,2,2021-02,South,Retail Banking,6070989.0,3813966.0,2257023.0,37.18,9,674554.33
2021,2,2021-02,South,Corporate Banking,8493939.0,5293876.0,3200063.0,37.67,9,943771.0
2021,2,2021-02,South,Insurance,3452615.0,2046970.0,1405645.0,40.71,9,383623.89
2021,2,2021-02,South,Wealth Management,2593197.0,1453969.0,1139228.0,43.93,9,288133.0
2021,2,2021-02,South,Digital Banking,2010100.0,1351359.0,658741.0,32.77,9,223344.44
2021,2,2021-02,South,Forex & Treasury,4670189.0,2437717.0,2232472.0,47.8,9,518909.89
2021,2,2021-02,East,Retail Banking,4440390.0,2766823.0,1673567.0,37.69,9,493376.67
2021,2,2021-02,East,Corporate Banking,6319028.0,3687954.0,2631074.0,41.64,9,702114.22
2021,2,2021-02,East,Insurance,2647844.0,1758590.0,889254.0,33.58,9,294204.89
2021,2,2021-02,East,Wealth Management,1768182.0,972874.0,795308.0,44.98,9,196464.67
2021,2,2021-02,East,Digital Banking,1364049.0,890397.0,473652.0,34.72,9,151561.0
2021,2,2021-02,East,Forex & Treasury,2876110.0,1634652.0,1241458.0,43.16,9,319567.78
2021,2,2021-02,West,Retail Banking,7092224.0,4435177.0,2657047.0,37.46,9,788024.89
2021,2,2021-02,West,Corporate Banking,8538260.0,4860632.0,3677628.0,43.07,9,948695.56
2021,2,2021-02,West,Insurance,3883432.0,2563935.0,1319497.0,33.98,9,431492.44
2021,2,2021-02,West,Wealth Management,2839398.0,1516862.0,1322536.0,46.58,9,315488.67
2021,2,2021-02,West,Digital Banking,2194968.0,1414153.0,780815.0,35.57,9,243885.33
2021,2,2021-02,West,Forex & Treasury,4501468.0,2443551.0,2057917.0,45.72,9,500163.11
2021,2,2021-02,Central,Retail Banking,4937915.0,3302491.0,1635424.0,33.12,14,352708.21
2021,2,2021-02,Central,Corporate Banking,6262890.0,3565439.0,2697451.0,43.07,14,447349.29
2021,2,2021-02,Central,Insurance,3238300.0,2106910.0,1131390.0,34.94,14,231307.14
2021,2,2021-02,Central,Wealth Management,1732101.0,920048.0,812053.0,46.88,14,123721.5
2021,2,2021-02,Central,Digital Banking,1626433.0,982356.0,644077.0,39.6,14,116173.79
2021,2,2021-02,Central,Forex & Treasury,3543875.0,2258465.0,1285410.0,36.27,14,253133.93
2021,3,2021-03,North,Retail Banking,5714347.0,3314003.0,2400344.0,42.01,9,634927.44
2021,3,2021-03,North,Corporate Banking,8967520.0,4947231.0,4020289.0,44.83,9,996391.11
2021,3,2021-03,North,Insurance,3566111.0,2395561.0,1170550.0,32.82,9,396234.56
2021,3,2021-03,North,Wealth Management,2588793.0,1683490.0,905303.0,34.97,9,287643.67
2021,3,2021-03,North,Digital Banking,1912230.0,1012406.0,899824.0,47.06,9,212470.0
2021,3,2021-03,North,Forex & Treasury,4203730.0,2696551.0,1507179.0,35.85,9,467081.11
2021,3,2021-03,South,Retail Banking,6377959.0,4237285.0,2140674.0,33.56,9,708662.11
2021,3,2021-03,South,Corporate Banking,9121895.0,5658257.0,3463638.0,37.97,9,1013543.89
2021,3,2021-03,South,Insurance,4337528.0,2858162.0,1479366.0,34.11,9,481947.56
2021,3,2021-03,South,Wealth Management,2628971.0,1490364.0,1138607.0,43.31,9,292107.89
2021,3,2021-03,South,Digital Banking,2190089.0,1235828.0,954261.0,43.57,9,243343.22
2021,3,2021-03,South,Forex & Treasury,4775811.0,2930932.0,1844879.0,38.63,9,530645.67
2021,3,2021-03,East,Retail Banking,4769203.0,2993384.0,1775819.0,37.24,9,529911.44
2021,3,2021-03,East,Corporate Banking,5973057.0,3164341.0,2808716.0,47.02,9,663673.0
2021,3,2021-03,East,Insurance,3163618.0,1648739.0,1514879.0,47.88,9,351513.11
2021,3,2021-03,East,Wealth Management,2064459.0,1399742.0,664717.0,32.2,9,229384.33
2021,3,2021-03,East,Digital Banking,1443573.0,871302.0,572271.0,39.64,9,160397.0
2021,3,2021-03,East,Forex & Treasury,3100267.0,1911245.0,1189022.0,38.35,9,344474.11
2021,3,2021-03,West,Retail Banking,8189872.0,5256409.0,2933463.0,35.82,9,909985.78
2021,3,2021-03,West,Corporate Banking,11151022.0,6642854.0,4508168.0,40.43,9,1239002.44
2021,3,2021-03,West,Insurance,4384278.0,2581080.0,1803198.0,41.13,9,487142.0
2021,3,2021-03,West,Wealth Management,3000129.0,1987359.0,1012770.0,33.76,9,333347.67
2021,3,2021-03,West,Digital Banking,2737318.0,1781161.0,956157.0,34.93,9,304146.44
2021,3,2021-03,West,Forex & Treasury,5946660.0,3725062.0,2221598.0,37.36,9,660740.0
2021,3,2021-03,Central,Retail Banking,5202370.0,2752879.0,2449491.0,47.08,14,371597.86
2021,3,2021-03,Central,Corporate Banking,7128006.0,4083213.0,3044793.0,42.72,14,509143.29
2021,3,2021-03,Central,Insurance,3014358.0,1787837.0,1226521.0,40.69,14,215311.29
2021,3,2021-03,Central,Wealth Management,2370252.0,1507564.0,862688.0,36.4,14,169303.71
2021,3,2021-03,Central,Digital Banking,1952559.0,1058713.0,893846.0,45.78,14,139468.5
2021,3,2021-03,Central,Forex & Treasury,4025836.0,2653190.0,1372646.0,34.1,14,287559.71
2021,4,2021-04,North,Retail Banking,5109928.0,3228873.0,1881055.0,36.81,9,567769.78
2021,4,2021-04,North,Corporate Banking,7995888.0,4629210.0,3366678.0,42.11,9,888432.0
2021,4,2021-04,North,Insurance,3452559.0,2159300.0,1293259.0,37.46,9,383617.67
2021,4,2021-04,North,Wealth Management,2264540.0,1327247.0,937293.0,41.39,9,251615.56
2021,4,2021-04,North,Digital Banking,1663800.0,1127705.0,536095.0,32.22,9,184866.67
2021,4,2021-04,North,Forex & Treasury,4391190.0,2854357.0,1536833.0,35.0,9,487910.0
2021,4,2021-04,South,Retail Banking,5203173.0,3005524.0,2197649.0,42.24,9,578130.33
2021,4,2021-04,South,Corporate Banking,7225500.0,4690861.0,2534639.0,35.08,9,802833.33
2021,4,2021-04,South,Insurance,3509041.0,2074155.0,1434886.0,40.89,9,389893.44
2021,4,2021-04,South,Wealth Management,2548879.0,1488613.0,1060266.0,41.6,9,283208.78
2021,4,2021-04,South,Digital Banking,2015017.0,1074043.0,940974.0,46.7,9,223890.78
2021,4,2021-04,South,Forex & Treasury,4241726.0,2837873.0,1403853.0,33.1,9,471302.89
2021,4,2021-04,East,Retail Banking,4600362.0,3118583.0,1481779.0,32.21,9,511151.33
2021,4,2021-04,East,Corporate Banking,6236609.0,4146300.0,2090309.0,33.52,9,692956.56
2021,4,2021-04,East,Insurance,2740063.0,1553665.0,1186398.0,43.3,9,304451.44
2021,4,2021-04,East,Wealth Management,1631525.0,885764.0,745761.0,45.71,9,181280.56
2021,4,2021-04,East,Digital Banking,1396439.0,853926.0,542513.0,38.85,9,155159.89
2021,4,2021-04,East,Forex & Treasury,3319267.0,1994023.0,1325244.0,39.93,9,368807.44
2021,4,2021-04,West,Retail Banking,5806994.0,3759978.0,2047016.0,35.25,9,645221.56
2021,4,2021-04,West,Corporate Banking,8366544.0,5251596.0,3114948.0,37.23,9,929616.0
2021,4,2021-04,West,Insurance,4014018.0,2649114.0,1364904.0,34.0,9,446002.0
2021,4,2021-04,West,Wealth Management,2477812.0,1465393.0,1012419.0,40.86,9,275312.44
2021,4,2021-04,West,Digital Banking,1929450.0,1207880.0,721570.0,37.4,9,214383.33
2021,4,2021-04,West,Forex & Treasury,4385323.0,2428866.0,1956457.0,44.61,9,487258.11
2021,4,2021-04,Central,Retail Banking,4942972.0,3092122.0,1850850.0,37.44,14,353069.43
2021,4,2021-04,Central,Corporate Banking,5787487.0,3412204.0,2375283.0,41.04,14,413391.93
2021,4,2021-04,Central,Insurance,3049541.0,1663944.0,1385597.0,45.44,14,217824.36
2021,4,2021-04,Central,Wealth Management,2170003.0,1441802.0,728201.0,33.56,14,155000.21
2021,4,2021-04,Central,Digital Banking,1652525.0,917581.0,734944.0,44.47,14,118037.5
2021,4,2021-04,Central,Forex & Treasury,3218377.0,1918823.0,1299554.0,40.38,14,229884.07
2021,5,2021-05,North,Retail Banking,5910245.0,3189734.0,2720511.0,46.03,9,656693.89
2021,5,2021-05,North,Corporate Banking,6783949.0,4107864.0,2676085.0,39.45,9,753772.11
2021,5,2021-05,North,Insurance,3538823.0,1891397.0,1647426.0,46.55,9,393202.56
2021,5,2021-05,North,Wealth Management,2382957.0,1571585.0,811372.0,34.05,9,264773.0
2021,5,2021-05,North,Digital Banking,1984873.0,1275507.0,709366.0,35.74,9,220541.44
2021,5,2021-05,North,Forex & Treasury,4052306.0,2524740.0,1527566.0,37.7,9,450256.22
2021,5,2021-05,South,Retail Banking,5712260.0,3626090.0,2086170.0,36.52,9,634695.56
2021,5,2021-05,South,Corporate Banking,8568933.0,4979099.0,3589834.0,41.89,9,952103.67
2021,5,2021-05,South,Insurance,3787304.0,2309892.0,1477412.0,39.01,9,420811.56
2021,5,2021-05,South,Wealth Management,2697620.0,1751704.0,945916.0,35.06,9,299735.56
2021,5,2021-05,South,Digital Banking,1831826.0,986457.0,845369.0,46.15,9,203536.22
2021,5,2021-05,South,Forex & Treasury,3889263.0,2077887.0,1811376.0,46.57,9,432140.33
2021,5,2021-05,East,Retail Banking,4409980.0,2954482.0,1455498.0,33.0,9,489997.78
2021,5,2021-05,East,Corporate Banking,6081538.0,3275376.0,2806162.0,46.14,9,675726.44
2021,5,2021-05,East,Insurance,2511852.0,1649113.0,862739.0,34.35,9,279094.67
2021,5,2021-05,East,Wealth Management,1952187.0,1195337.0,756850.0,38.77,9,216909.67
2021,5,2021-05,East,Digital Banking,1223540.0,648356.0,575184.0,47.01,9,135948.89
2021,5,2021-05,East,Forex & Treasury,3083575.0,2021404.0,1062171.0,34.45,9,342619.44
2021,5,2021-05,West,Retail Banking,7110842.0,4061307.0,3049535.0,42.89,9,790093.56
2021,5,2021-05,West,Corporate Banking,8500803.0,5344356.0,3156447.0,37.13,9,944533.67
2021,5,2021-05,West,Insurance,4249997.0,2563429.0,1686568.0,39.68,9,472221.89
2021,5,2021-05,West,Wealth Management,2757960.0,1532164.0,1225796.0,44.45,9,306440.0
2021,5,2021-05,West,Digital Banking,2072097.0,1255954.0,816143.0,39.39,9,230233.0
2021,5,2021-05,West,Forex & Treasury,4631886.0,2515819.0,2116067.0,45.68,9,514654.0
2021,5,2021-05,Central,Retail Banking,5155052.0,3371170.0,1783882.0,34.6,14,368218.0
2021,5,2021-05,Central,Corporate Banking,6419842.0,3806488.0,2613354.0,40.71,14,458560.14
2021,5,2021-05,Central,Insurance,2970005.0,1613720.0,1356285.0,45.67,14,212143.21
2021,5,2021-05,Central,Wealth Management,2045527.0,1325924.0,719603.0,35.18,14,146109.07
2021,5,2021-05,Central,Digital Banking,1628912.0,1003118.0,625794.0,38.42,14,116350.86
2021,5,2021-05,Central,Forex & Treasury,3260419.0,2212043.0,1048376.0,32.15,14,232887.07
2021,6,2021-06,North,Retail Banking,4907916.0,3334908.0,1573008.0,32.05,9,545324.0
2021,6,2021-06,North,Corporate Banking,7802259.0,4654244.0,3148015.0,40.35,9,866917.67
2021,6,2021-06,North,Insurance,3622033.0,2170337.0,1451696.0,40.08,9,402448.11
2021,6,2021-06,North,Wealth Management,2389713.0,1386687.0,1003026.0,41.97,9,265523.67
2021,6,2021-06,North,Digital Banking,2006180.0,1150149.0,856031.0,42.67,9,222908.89
2021,6,2021-06,North,Forex & Treasury,4268062.0,2363218.0,1904844.0,44.63,9,474229.11
2021,6,2021-06,South,Retail Banking,6214662.0,4037461.0,2177201.0,35.03,9,690518.0
2021,6,2021-06,South,Corporate Banking,8499654.0,4491307.0,4008347.0,47.16,9,944406.0
2021,6,2021-06,South,Insurance,3983606.0,2185578.0,1798028.0,45.14,9,442622.89
2021,6,2021-06,South,Wealth Management,2477747.0,1443757.0,1033990.0,41.73,9,275305.22
2021,6,2021-06,South,Digital Banking,2190089.0,1369857.0,820232.0,37.45,9,243343.22
2021,6,2021-06,South,Forex & Treasury,4677443.0,3173973.0,1503470.0,32.14,9,519715.89
2021,6,2021-06,East,Retail Banking,4217223.0,2420625.0,1796598.0,42.6,9,468580.33
2021,6,2021-06,East,Corporate Banking,5989557.0,4063617.0,1925940.0,32.15,9,665506.33
2021,6,2021-06,East,Insurance,2754655.0,1604780.0,1149875.0,41.74,9,306072.78
2021,6,2021-06,East,Wealth Management,1772114.0,1001752.0,770362.0,43.47,9,196901.56
2021,6,2021-06,East,Digital Banking,1455249.0,802155.0,653094.0,44.88,9,161694.33
2021,6,2021-06,East,Forex & Treasury,3318864.0,1934910.0,1383954.0,41.7,9,368762.67
2021,6,2021-06,West,Retail Banking,5811645.0,3721560.0,2090085.0,35.96,9,645738.33
2021,6,2021-06,West,Corporate Banking,8954889.0,5810035.0,3144854.0,35.12,9,994987.67
2021,6,2021-06,West,Insurance,4300697.0,2724638.0,1576059.0,36.65,9,477855.22
2021,6,2021-06,West,Wealth Management,2664860.0,1455523.0,1209337.0,45.38,9,296095.56
2021,6,2021-06,West,Digital Banking,1940613.0,1225212.0,715401.0,36.86,9,215623.67
2021,6,2021-06,West,Forex & Treasury,4441638.0,2412572.0,2029066.0,45.68,9,493515.33
2021,6,2021-06,Central,Retail Banking,4344531.0,2779375.0,1565156.0,36.03,14,310323.64
2021,6,2021-06,Central,Corporate Banking,6782685.0,3536907.0,3245778.0,47.85,14,484477.5
2021,6,2021-06,Central,Insurance,3056634.0,1870994.0,1185640.0,38.79,14,218331.0
2021,6,2021-06,Central,Wealth Management,2051650.0,1391342.0,660308.0,32.18,14,146546.43
2021,6,2021-06,Central,Digital Banking,1421884.0,955597.0,466287.0,32.79,14,101563.14
2021,6,2021-06,Central,Forex & Treasury,3357373.0,2197957.0,1159416.0,34.53,14,239812.36
2021,7,2021-07,North,Retail Banking,5857910.0,3136135.0,2721775.0,46.46,9,650878.89
2021,7,2021-07,North,Corporate Banking,8155556.0,4475290.0,3680266.0,45.13,9,906172.89
2021,7,2021-07,North,Insurance,2951665.0,1997818.0,953847.0,32.32,9,327962.78
2021,7,2021-07,North,Wealth Management,2324763.0,1429596.0,895167.0,38.51,9,258307.0
2021,7,2021-07,North,Digital Banking,1971234.0,1222787.0,748447.0,37.97,9,219026.0
2021,7,2021-07,North,Forex & Treasury,3807549.0,2000634.0,1806915.0,47.46,9,423061.0
2021,7,2021-07,South,Retail Banking,5437123.0,3252379.0,2184744.0,40.18,9,604124.78
2021,7,2021-07,South,Corporate Banking,8348342.0,5616171.0,2732171.0,32.73,9,927593.56
2021,7,2021-07,South,Insurance,3739754.0,2169280.0,1570474.0,41.99,9,415528.22
2021,7,2021-07,South,Wealth Management,2560602.0,1657355.0,903247.0,35.27,9,284511.33
2021,7,2021-07,South,Digital Banking,2006094.0,1292801.0,713293.0,35.56,9,222899.33
2021,7,2021-07,South,Forex & Treasury,4623993.0,2885602.0,1738391.0,37.6,9,513777.0
2021,7,2021-07,East,Retail Banking,3885162.0,2426327.0,1458835.0,37.55,9,431684.67
2021,7,2021-07,East,Corporate Banking,5477967.0,2953720.0,2524247.0,46.08,9,608663.0
2021,7,2021-07,East,Insurance,2299331.0,1375632.0,923699.0,40.17,9,255481.22
2021,7,2021-07,East,Wealth Management,1804187.0,1085326.0,718861.0,39.84,9,200465.22
2021,7,2021-07,East,Digital Banking,1212200.0,741475.0,470725.0,38.83,9,134688.89
2021,7,2021-07,East,Forex & Treasury,3064084.0,1727518.0,1336566.0,43.62,9,340453.78
2021,7,2021-07,West,Retail Banking,6650708.0,4303640.0,2347068.0,35.29,9,738967.56
2021,7,2021-07,West,Corporate Banking,7991299.0,4774566.0,3216733.0,40.25,9,887922.11
2021,7,2021-07,West,Insurance,4043709.0,2383302.0,1660407.0,41.06,9,449301.0
2021,7,2021-07,West,Wealth Management,2697373.0,1445551.0,1251822.0,46.41,9,299708.11
2021,7,2021-07,West,Digital Banking,1874289.0,1247191.0,627098.0,33.46,9,208254.33
2021,7,2021-07,West,Forex & Treasury,4932309.0,2710710.0,2221599.0,45.04,9,548034.33
2021,7,2021-07,Central,Retail Banking,4934498.0,2581529.0,2352969.0,47.68,14,352464.14
2021,7,2021-07,Central,Corporate Banking,6408882.0,3882672.0,2526210.0,39.42,14,457777.29
2021,7,2021-07,Central,Insurance,3069894.0,1836319.0,1233575.0,40.18,14,219278.14
2021,7,2021-07,Central,Wealth Management,1946729.0,1194426.0,752303.0,38.64,14,139052.07
2021,7,2021-07,Central,Digital Banking,1608437.0,1039711.0,568726.0,35.36,14,114888.36
2021,7,2021-07,Central,Forex & Treasury,3062227.0,1961289.0,1100938.0,35.95,14,218730.5
2021,8,2021-08,North,Retail Banking,5998520.0,3980716.0,2017804.0,33.64,9,666502.22
2021,8,2021-08,North,Corporate Banking,6864069.0,4227281.0,2636788.0,38.41,9,762674.33
2021,8,2021-08,North,Insurance,3099317.0,1886726.0,1212591.0,39.12,9,344368.56
2021,8,2021-08,North,Wealth Management,2442404.0,1318134.0,1124270.0,46.03,9,271378.22
2021,8,2021-08,North,Digital Banking,1638282.0,905965.0,732317.0,44.7,9,182031.33
2021,8,2021-08,North,Forex & Treasury,3634983.0,2217337.0,1417646.0,39.0,9,403887.0
2021,8,2021-08,South,Retail Banking,6382472.0,3354633.0,3027839.0,47.44,9,709163.56
2021,8,2021-08,South,Corporate Banking,9043687.0,5435109.0,3608578.0,39.9,9,1004854.11
2021,8,2021-08,South,Insurance,3542472.0,2150664.0,1391808.0,39.29,9,393608.0
2021,8,2021-08,South,Wealth Management,2439304.0,1637350.0,801954.0,32.88,9,271033.78
